"","WTP_Name","WTP_ID","WTP_Start_Yr","WTP_End_Yr","Vol_Treated","Units","Treatment_Level","Treatment_Source","1Chlorination Only","2Raw Water Storage/Presedimententation Basin","3Predisinfection/Oxidation Prior to Sedimentation - Chlorine","4Predisinfection/Oxid Prior to Sedimentation - Chlorine Diox","5Predisinfection/Oxidation Prior to Sedimentation - Chloramines","6Predisinfection/Oxidation Prior to Sedimentation - Ozone","7Predisinfection/Oxid Prior to Sedimentation - Potassium Per","8Predisinfection/Oxidation Prior to Sedimentation - Other","10Predisinfection/Oxidation Prior to Filtration - Chlorine","11Predisinfection/Oxid Prior to Filtration - Chlorine Dioxide","12Predisinfection/Oxid Prior to Filtration - Chloramines","13Predisinfection/Oxid Prior to Filtration - Ozone","14Predisinfection/Oxid Prior to Filtration - Potassium Perman","15Predisinfection/Oxid Prior to Filtration - Other","16Rapid Mix","17Coagulation/Flocculation","18Polymers","19Settling/Sedimentation","20Softening - Lime/Soda Ash","21Softening - Recarbonation","23Filtration - Direct Filtration","24Filtration - Micro Strainer","25Filtration - Slow Sand","27Filtration - Rapid Sand","30Filtration - Dual/Multi media","32Filtration - Other (specified)","33Post-Disinfection After Filters - Chlorine","34Post-Disinfection After Filters - Chlorine Dioxide","35Post-Disinfection After Filters - Chloramines","36Post-Disinfection After Filters - Ozone","37Post-Disinfection After Filters - UV","38Post-Disinfection After Filters - Other","39Post-Disinfection After Filters - Clearwell","41Membranes - Reverse Osmosis","42Membranes - Micro Filtration","43Membranes - Ultrafiltration","45Corrosion Control","46Miscellaneous - Ion Exchange","47Miscellaneous - Granular Activated Carbon","48Miscellaneous - Activated Alumina","49Miscellaneous - Aeration","50Miscellaneous - Other (specified - 1)","51Filtration","52Miscellaneous - Other (specified - 2)","Location","Filtration_Level","Disinfection_Level","Sedimentation_Level"
"112","SAN LORENZO (1)",114,2009,999,5,"MLD (capacity)","Tertiary?",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,"Advanced","Simple","None"
"113","BALBUENA 2",115,NA,999,3,"MLD (capacity)","Tertiary?",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,"Advanced","Simple","None"
"114","VISTA ALEGRE",116,NA,999,3,"MLD (capacity)","Tertiary?",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,"Advanced","Simple","None"
"115","CERILLOS 2",117,NA,999,5,"MLD (capacity)","Tertiary?",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,"Advanced","Simple","None"
"116","CERILLOS 3",118,NA,999,3,"MLD (capacity)","Tertiary?",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,"Advanced","Simple","None"
"117","SAN LUIS NUEVO",119,NA,999,5,"MLD (capacity)","Tertiary?",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Simple","Advanced"
"118","XALTEPEC",120,NA,999,43,"MLD (capacity)","Tertiary?",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Simple","None"
"119","Unnamed chlorination plant",121,NA,999,NA,NA,"Primary",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Simple","None"
"120","Cedar Water Treatment Facility",122,2004,999,681,"MLD (capacity)","Primary",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Advanced","None"
"121","Tolt Water Treatment Facility",123,2000,999,454,"MLD (capacity)","Secondary",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,"Simple","Advanced","None"
"122","TEMGHAR WTP",124,NA,999,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"123","Panjarapur treatment plant",125,NA,999,924,"MLD (actual)",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"124","Bhandup WTP",126,NA,999,1910,"MLD (actual)",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"125","PALTA WTP",127,1869,999,1170,"MLD (actual)","Tertiary",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Simple","Simple"
"126","JORABAGAN WTP",128,NA,999,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"127","DHAPA WTP",129,NA,444,135,"MLD (proposed)",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"128","WATGUNGE WTP",130,NA,999,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"129","Garden Reach WTP",131,NA,444,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"130","Veeranam WTP",132,2004,999,180,"MLD (capacity)",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"131","Minjur Desalination Plant",133,NA,444,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"132","PUZHAL WTP",134,1996,999,300,"MLD (capacity)",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"133","Redhills WTP",135,NA,999,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"134","Kilpauk WTP",136,1914,999,270,"MLD (capacity)","Tertiary?",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Simple","None"
"135","CHEMBARAMBAKKAM TANK WTP",137,2007,999,530,"MLD (capacity)",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"136","TG HALLI WTP",138,NA,999,149,"MLD","Tertiary",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,NA,"Advanced","Simple","Advanced"
"137","TK HALLI WTP",139,NA,999,1310,"MLD (capacity)","Tertiary",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Simple","Advanced"
"138","F.E. Weymouth Treatment Plant",140,1940,999,1968,"MLD (capacity)","Tertiary",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Simple","Advanced"
"139","Robert B. Diemer Treatment Plant",141,NA,999,1968,"MLD (capacity)","Tertiary",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Simple","Advanced"
"140","Los Angeles Aqueduct Filtration Plant",142,NA,999,2271,"MLD (capacity)","Tertiary",NA,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Advanced","Advanced"
"141","ETA-TAIA╟UPEBA",143,NA,999,1296,"MLD (capacity)","Tertiary",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Simple","Advanced"
"142","ETA Guara·",144,NA,999,2851,"MLD (actual)","Tertiary",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Simple","Advanced"
"143","ETA Alto da Boa Vista",145,NA,999,1382,"MLD (capacity)","Tertiary",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Simple","Advanced"
"144","ETA Casa Grande",146,NA,999,346,"MLD (actual)","Tertiary",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Simple","Advanced"
"145","Changqiao WTP",147,NA,999,NA,NA,"Tertiary",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,"Advanced","Simple","None"
"146","Nanshi WTP",148,NA,999,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"147","Pudong WTP",149,NA,999,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,"Advanced","Advanced","Advanced"
"148","Yangshupu WTP",150,NA,999,1480,"MLD (capacity)","Tertiary",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Simple","Simple"
"149","Zhabei WTP",151,NA,999,NA,NA,"Tertiary",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,"Advanced","Simple","Simple"
"150","Tiancunshan water treatment plant",152,NA,999,170,"MLD (capacity)","Tertiary",NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,"Advanced","Advanced","None"
"151","9th WTP û surface",153,NA,999,1500,"MLD (capacity)","Tertiary",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,"Advanced","Simple","Advanced"
"152","GW WTP 1",154,NA,999,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"153","GW WTP 2",155,NA,999,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"154","GW WTP 3",156,NA,999,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"155","GW WTP 4",157,NA,999,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"156","GW WTP 5",158,NA,999,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"157","GW WTP 6",159,NA,999,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"158","GW WTP 7",160,NA,999,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"159","Saidabad WTP",161,NA,999,450,"MLD (capacity)",NA,"http://www.dwasa.org.bd/admin/other_report/Annual_Report%202010-2011.pdf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"160","Khilkhet water treatment plant",162,NA,999,500,"MLD (capacity)",NA,"http://www.thefinancialexpress-bd.com/index.php?ref=MjBfMTJfMTNfMTJfMV84OF8xNTMwNDQ=",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"161","Pagla WTP",163,NA,999,450,"MLD (capacity)",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"162","WTP 4",164,NA,999,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"163","COD Filter Plants",165,NA,999,435,"MLD (actual)","Tertiary",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Simple","Advanced"
"164","Pipri (New) Filter Plant",166,NA,999,189,"MLD (actual)","Tertiary",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Simple","Advanced"
"165","Pipri (Old) Filter Plant",167,NA,999,189,"MLD (actual)","Tertiary",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Simple","Advanced"
"166","NEK (old) Filter Plant",168,NA,999,95,"MLD (actual)","Tertiary",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Simple","Advanced"
"167","NEK (New) Filter Plant",169,NA,999,378,"MLD (actual)","Tertiary",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Simple","Advanced"
"168","Hub Filter Plant",170,NA,999,303,"MLD (actual)","Tertiary",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Simple","Advanced"
"169","Gharo Filter Plants",171,NA,999,76,"MLD (actual)","Tertiary",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Simple","Advanced"
"170","Planta potabilizadora Gral. San Martφn",172,NA,999,3100,"MLD (capacity)","Tertiary",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Simple","Advanced"
"171","Planta potabilizadora Gral. Belgrano",173,NA,999,1900,"MLD (capacity)","Tertiary",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Simple","Advanced"
"172","Planta Dique Lujßn",174,NA,999,2,"MLD (capacity)","Tertiary",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Simple","Advanced"
"173","La Mesa Treatment Plant 1",175,NA,999,1500,"MLD (capacity)","Tertiary",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Simple","Advanced"
"174","La Mesa Treatment Plant 2",176,NA,999,900,"MLD (capacity)","Tertiary",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"175","Putatan treatment plant",177,NA,999,NA,NA,"Tertiary",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,"Advanced","Simple","Advanced"
"176","BIRMINGHAM WATER BOARD WTP 1",178,NA,NA,189,"MLD","Tertiary","CWSS",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,NA,"Advanced","Simple","Advanced"
"177","BIRMINGHAM WATER BOARD WTP 2",179,NA,NA,95,"MLD","Tertiary","CWSS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,NA,"Advanced","Simple","Advanced"
"178","BIRMINGHAM WATER BOARD WTP 3",180,NA,NA,57,"MLD","Tertiary","CWSS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,NA,"Advanced","Simple","Advanced"
"179","BIRMINGHAM WATER BOARD WTP 4",181,NA,NA,57,"MLD","Tertiary","CWSS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,NA,"Advanced","Simple","Advanced"
"180","MOBILE AREA WATER SERVICE SYSTEM WTP 1",182,NA,NA,106,"MLD","Tertiary","CWSS",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,NA,"Advanced","Advanced","Advanced"
"181","MOBILE AREA WATER SERVICE SYSTEM WTP 2",183,NA,NA,68,"MLD","Tertiary","CWSS",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,NA,"Advanced","Advanced","Advanced"
"182","TUSCALOOSA WATER & SEWER WTP 1",184,NA,NA,98,"MLD","Tertiary","CWSS",0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,NA,"Advanced","Advanced","Advanced"
"183","PHOENIX MUNIC WATER SYS WTP 1",185,NA,NA,235,"MLD","Tertiary","CWSS",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,NA,"Advanced","Simple","Advanced"
"184","PHOENIX MUNIC WATER SYS WTP 2",186,NA,NA,294,"MLD","Tertiary","CWSS",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,NA,"Advanced","Simple","Advanced"
"185","SYRACUSE CITY WTP 3",187,NA,NA,354,"MLD","Tertiary","CWSS",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,NA,"Advanced","Simple","Advanced"
"186","PHOENIX MUNIC WATER SYS WTP 4",188,NA,NA,506,"MLD","Tertiary","CWSS",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,NA,"Advanced","Simple","Advanced"
"187","PHOENIX MUNIC WATER SYS WTP 5",189,NA,NA,38,"MLD","Tertiary","CWSS",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,NA,"Advanced","Simple","Advanced"
"188","MESA, MUNIC WATER DEPT. WTP 1",190,NA,NA,93,"MLD","Tertiary","CWSS",0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,NA,"Advanced","Advanced","Advanced"
"189","TUCSON WATER DEPT MUNICI WTP 1",191,NA,NA,NA,NA,"Primary","CWSS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Simple","None"
"190","TUCSON WATER DEPT MUNICI WTP 2",192,NA,NA,NA,NA,"Primary","CWSS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Simple","None"
"191","TUCSON WATER DEPT MUNICI WTP 3",193,NA,NA,NA,NA,"Primary","CWSS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Simple","None"
"192","TUCSON WATER DEPT MUNICI WTP 4",194,NA,NA,NA,NA,"Primary","CWSS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Simple","None"
"193","TUCSON WATER DEPT MUNICI WTP 5",195,NA,NA,NA,NA,"Primary","CWSS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Simple","None"
"194","TUCSON WATER DEPT MUNICI WTP 6",196,NA,NA,NA,NA,"Primary","CWSS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Simple","None"
"195","TUCSON WATER DEPT MUNICI WTP 7",197,NA,NA,NA,NA,"Primary","CWSS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Simple","None"
"196","TUCSON WATER DEPT MUNICI WTP 8",198,NA,NA,NA,NA,"Primary","CWSS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Simple","None"
"197","TUCSON WATER DEPT MUNICI WTP 9",199,NA,NA,NA,NA,"Primary","CWSS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Simple","None"
"198","TUCSON WATER DEPT MUNICI WTP 10",200,NA,NA,NA,NA,"Primary","CWSS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Simple","None"
"199","TUCSON WATER DEPT MUNICI WTP 11",201,NA,NA,NA,NA,"Primary","CWSS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Simple","None"
