"","DVSN_Name","DVSN_ID","DVSN_Type","DVSN_Date","DVSN_Loc","DVSN_Vol_Tot","Unit","Unmapped?"
"1202","Huntsville_GW",3410,"Groundwater",NA,"34.664841,-86.555893",NA,NA,NA
"1203","Hurshtown Reservoir",3411,"Reservoir",NA,NA,NA,NA,NA
"1204","Illinois River",3412,"River",NA,"40.728917,-89.550102",NA,NA,NA
"1205","Independence Lake",3413,"Reservoir",NA,NA,NA,NA,NA
"1206","Inland Lake",3415,"Reservoir",NA,NA,NA,NA,NA
"1207","J. Percy Priest Reservoir",3417,"Reservoir",NA,NA,NA,NA,NA
"1208","J.B. Converse Reservoir",3418,"Reservoir",NA,NA,NA,NA,NA
"1209","Jacobson Reservoir",3419,"Reservoir",NA,NA,NA,NA,NA
"1210","James River, MO",3420,"River",NA,NA,NA,NA,NA
"1211","Javors J. Lucas Lake",3421,"Reservoir",NA,"32.904308,-83.657376",NA,NA,NA
"1212","Kalamazoo Sand and Gravel Aquifer",3424,"Groundwater",NA,"42.300548,-85.581291",NA,NA,NA
"1213","Kannapolis Lake",3425,"Reservoir",NA,NA,NA,NA,NA
"1214","Kansas City GW",3426,"Groundwater",NA,"39.081573,-94.554627",NA,NA,NA
"1215","Kansas River",3427,"River",NA,"39.072645,-95.716522",NA,NA,NA
"1216","Kendall Reservoir",3428,"Reservoir",NA,NA,792.2,"million gallons",NA
"1217","Kenosia Wells",3429,"Groundwater",NA,"41.386614,-73.502979",NA,NA,NA
"1218","Kentucky River",3431,"River",NA,"37.818395,-84.721248",NA,NA,NA
"1219","Kern River",3432,"River",NA,"35.399685,-119.025585",NA,NA,NA
"1220","Kettle Brook Reservoir No. 1",3433,"Reservoir",NA,NA,19.3,"million gallons",NA
"1221","Kettle Brook Reservoir No. 2",3434,"Reservoir",NA,NA,127.3,"million gallons",NA
"1222","Kettle Brook Reservoir No. 3",3435,"Reservoir",NA,NA,152.3,"million gallons",NA
"1223","Kettle Brook Reservoir No. 4",3436,"Reservoir",NA,NA,513.7,"million gallons",NA
"1224","Kirkwood Aquifer",3438,"Groundwater",NA,"39.398265,-74.506241",NA,NA,NA
"1225","Kornbow Lake",3439,"Reservoir",NA,NA,NA,NA,NA
"1226","Kuehnle Pond Dam",3440,"Reservoir",NA,NA,NA,NA,NA
"1227","Lake Abilene",3445,"Reservoir",NA,NA,NA,NA,NA
"1228","Lake Bard",3448,"Reservoir",NA,NA,NA,NA,NA
"1229","Lake Belton",3449,"Reservoir",NA,NA,NA,NA,NA
"1230","Lake Berryessa",3451,"Reservoir",NA,NA,NA,NA,NA
"1231","Lake Blalock",3452,"Reservoir",NA,NA,NA,NA,NA
"1232","Lake Bowen",3454,"Reservoir",NA,NA,NA,NA,NA
"1233","Lake Brandt",3455,"Reservoir",NA,NA,NA,NA,NA
"1234","Lake Burnt Mills",3457,"Reservoir",NA,NA,NA,NA,NA
"1235","Lake Chamberlain",3458,"Reservoir",NA,NA,NA,NA,NA
"1236","Lake Champlain",3459,"Lake",NA,NA,NA,NA,NA
"1237","Lake Concord",3460,"Reservoir",NA,NA,NA,NA,NA
"1238","Lake Corpus Christi",3462,"Reservoir",NA,NA,NA,NA,NA
"1239","Lake Dawson",3464,"Reservoir",NA,NA,NA,NA,NA
"1240","Lake Don T. Howell",3466,"Reservoir",NA,NA,NA,NA,NA
"1241","Lake Ellerslie",3468,"Reservoir",NA,"38.001168,-84.472016",NA,NA,NA
"1242","Lake Erie",3469,"Lake",NA,NA,NA,NA,NA
"1243","Lake Eucha",3470,"Reservoir",NA,NA,NA,NA,NA
"1244","Lake Fisher",3472,"Reservoir",NA,NA,NA,NA,NA
"1245","Lake Fort Smith",3473,"Reservoir",NA,NA,NA,NA,NA
"1246","Lake Frey",3474,"Reservoir",NA,NA,NA,NA,NA
"1247","Lake Gallard",3475,"Reservoir",NA,NA,NA,NA,NA
"1248","Lake Gaston",3476,"Reservoir",NA,NA,NA,NA,NA
"1249","Lake Goodwin well",3479,"Groundwater",NA,"48.139974,-122.279133",NA,NA,NA
"1250","Lake Hammonasset",3480,"Reservoir",NA,NA,NA,NA,NA
"1251","Lake Havasu",3481,"Reservoir",NA,NA,NA,NA,NA
"1252","Lake Hickory",3483,"Reservoir",NA,NA,NA,NA,NA
"1253","Lake Higgins",3484,"Reservoir",NA,NA,NA,NA,NA
"1254","Lake Hudson",3486,"Reservoir",NA,NA,NA,NA,NA
"1255","Lake Huron",3487,"Lake",NA,NA,NA,NA,NA
"1256","Lake Ivie",3488,"Reservoir",NA,NA,NA,NA,NA
"1257","Lake Jordan",3489,"Reservoir",NA,NA,NA,NA,NA
"1258","Lake Keowee",3490,"Reservoir",NA,NA,NA,NA,NA
"1259","Lake Kirby",3491,"Reservoir",NA,NA,NA,NA,NA
"1260","Lake Mackintosh",3496,"Reservoir",NA,NA,NA,NA,NA
"1261","Lake Madigan",3497,"Reservoir",NA,NA,NA,NA,NA
"1262","Lake Massabesic",3498,"Lake",NA,"42.996361,-71.373394",NA,NA,NA
"1263","Lake Maumelle",3500,"Reservoir",NA,NA,NA,NA,NA
"1264","Lake Mendocino",3502,"Reservoir",NA,NA,NA,NA,NA
"1265","Lake Meredith-TX",3504,"Reservoir",NA,NA,NA,NA,NA
"1266","Lake Michie",3505,"Reservoir",NA,NA,NA,NA,NA
"1267","Lake Michigan",3506,"Lake",NA,NA,NA,NA,NA
"1268","Lake Moraine",3507,"Reservoir",NA,NA,NA,NA,NA
"1269","Lake Murray",3508,"Reservoir",NA,NA,NA,NA,NA
"1270","Lake Nicol",3509,"Reservoir",NA,NA,NA,NA,NA
"1271","Lake Ontario",3512,"Lake",NA,NA,NA,NA,NA
"1272","Lake Ontelaunee",3513,"Reservoir",NA,NA,NA,NA,NA
"1273","Lake Oologah",3514,"Reservoir",NA,NA,NA,NA,NA
"1274","Lake Palestine",3516,"Reservoir",NA,NA,NA,NA,NA
"1275","Lake Pillsbury",3518,"Reservoir",NA,NA,NA,NA,NA
"1276","Lake Prince",3520,"Reservoir",NA,NA,NA,NA,NA
"1277","Lake Purdy",3521,"Reservoir",NA,NA,NA,NA,NA
"1278","Lake Redman",3523,"Reservoir",NA,NA,NA,NA,NA
"1279","Lake Reidsville",3524,"Reservoir",NA,NA,NA,NA,NA
"1280","Lake Rhodhiss",3525,"Reservoir",NA,NA,NA,NA,NA
"1281","Lake Rockwell",3526,"Reservoir",NA,NA,NA,NA,NA
"1282","Lake Scranton Reservoir",3527,"Reservoir",NA,NA,NA,NA,NA
"1283","Lake Sonoma",3529,"Reservoir",NA,NA,NA,NA,NA
"1284","Lake Spavinaw",3530,"Reservoir",NA,NA,NA,NA,NA
"1285","Lake Spence",3531,"Reservoir",NA,NA,NA,NA,NA
"1286","Lake Springfield",3532,"Reservoir",NA,NA,NA,NA,NA
"1287","Lake Superior",3533,"Lake",NA,NA,NA,NA,NA
"1288","Lake Tahoe",3534,"Lake",NA,NA,NA,NA,NA
"1289","Lake Texana",3536,"Reservoir",NA,NA,NA,NA,NA
"1290","Lake Thomas",3537,"Reservoir",NA,NA,NA,NA,NA
"1291","Lake Townsend",3538,"Reservoir",NA,NA,NA,NA,NA
"1292","Lake Tuscaloosa",3539,"Reservoir",NA,NA,NA,NA,NA
"1293","Lake Tyler",3540,"Reservoir",NA,NA,NA,NA,NA
"1294","Lake Tyler East",3541,"Reservoir",NA,NA,NA,NA,NA
"1295","Lake Waco",3543,"Reservoir",NA,NA,NA,NA,NA
"1296","Lake Watrous",3545,"Reservoir",NA,NA,NA,NA,NA
"1297","Lake Williams",3546,"Reservoir",NA,NA,NA,NA,NA
"1298","Lake Winnebago",3547,"Lake",NA,"44.191436,-88.429655",NA,NA,NA
"1299","Lake Winona",3548,"Reservoir",NA,NA,NA,NA,NA
"1300","Lee Creek Reservoir",3553,"Reservoir",NA,NA,NA,NA,NA
"1301","Lincoln Gravel Esker Aquifer",3558,"Groundwater",NA,"40.829138,-96.649872",NA,NA,NA
"1302","Linganore Creek Reservoir",3559,"Reservoir",NA,NA,NA,NA,NA
"1303","Little Quittacas Pond",3561,"Reservoir",NA,NA,NA,NA,NA
"1304","Little River Reservoir",3562,"Reservoir",NA,NA,NA,NA,NA
"1305","LNVA Canal",3565,"River",NA,"30.011399,-93.970019",NA,NA,NA
"1306","Loch Lomond Reservoir",3566,"Reservoir",NA,NA,NA,NA,NA
"1307","Long Pond",3570,"Reservoir",NA,NA,NA,NA,NA
"1308","Los Vaqueros Reservoir",3571,"Reservoir",NA,NA,NA,NA,NA
"1309","Lower Floridan Aquifer",3574,"Groundwater",NA,"28.546529,-81.390259",NA,NA,NA
"1310","Lower Hawthorne Aquifer",3575,"Groundwater",NA,"26.575632,-81.963608",NA,NA,NA
"1311","Lower Kohanza Reservoir",3576,"Reservoir",NA,NA,NA,NA,NA
"1312","Lynde Brook Reservoir",3578,"Reservoir",NA,NA,717.4,"million gallons",NA
"1313","Madison sandstone aquifer",3579,"Groundwater",NA,"43.067383,-89.441468",NA,NA,NA
"1314","Mahomet Sands Aquifer",3580,"Groundwater",NA,"40.144764,-88.261784",NA,NA,NA
"1315","Mallard Reservoir",3581,"Reservoir",NA,NA,NA,NA,NA
"1316","Maltby Lakes",3582,"Reservoir",NA,NA,NA,NA,NA
"1317","Margerie Reservoir",3585,"Reservoir",NA,NA,NA,NA,NA
"1318","Martinez Reservoir",3589,"Reservoir",NA,NA,NA,NA,NA
"1319","Mason Reservoir",3590,"Reservoir",NA,NA,NA,NA,NA
"1320","McDaniel Lake",3592,"Reservoir",NA,NA,NA,NA,NA
"1321","McGee Creek Reservoir",3593,"Reservoir",NA,NA,NA,NA,NA
"1322","McKenzie River",3595,"River",NA,"44.063043,-122.884167",NA,NA,NA
"1323","McReynolds Reservoir",3596,"Reservoir",NA,NA,NA,NA,NA
"1324","Meander Reservoir",3598,"Reservoir",NA,NA,NA,NA,NA
"1325","Memphis Aquifer",3601,"Groundwater",NA,"35.148547,-90.012467",NA,NA,NA
"1326","Menuckatuck Reservoir",3602,"Reservoir",NA,NA,NA,NA,NA
"1327","Merced GW Basin",3603,"Groundwater",NA,"37.306283,-120.477158",NA,NA,NA
"1328","Merrimack River",3604,"River",NA,NA,NA,NA,NA
"1329","Mesilla Bolson Aquifer",3606,"Groundwater",NA,"31.912536,-106.56131",NA,NA,NA
"1330","Miami Valley Buried Aquifer",3607,"Groundwater",NA,"39.758144,-84.179016",NA,NA,NA
"1331","Middle Oconee River",3610,"River",NA,"33.958312,-83.452505",NA,NA,NA
"1332","Middle Skunk Creek Aquifer",3611,"Groundwater",NA,"43.535483,-96.796001",NA,NA,NA
"1333","Mill River Aquifer",3613,"Groundwater",NA,"41.309567,-72.908585",NA,NA,NA
"1334","Millerton Lake",3614,"Reservoir",NA,NA,NA,NA,NA
"1335","Millford Reservoir",3615,"Reservoir",NA,NA,NA,NA,NA
"1336","Mills River",3616,"River",NA,"35.391429,-82.569601",NA,NA,NA
"1337","Mintz Pond",3617,"Reservoir",NA,NA,NA,NA,NA
"1338","Mission Viejo GW",3620,"Groundwater",NA,"33.620909,-117.636162",NA,NA,NA
"1339","Mississippi River - Davenport",3621,"River",NA,"41.525672,-90.549",NA,NA,NA
"1340","Missouri River - Kansas City MO",3622,"River",NA,"39.154424,-94.590767",NA,NA,NA
"1341","Missouri River Alluvial Aquifer",3623,"Alluvial Aquifer",NA,"42.488239,-96.428646",NA,NA,NA
"1342","Modesto Basin",3624,"Groundwater",NA,"37.659091,-120.983559",NA,NA,NA
"1343","Modesto Reservoir",3625,"Reservoir",NA,"37.658072,-120.675386",NA,NA,NA
"1344","Monocacy River",3628,"River",NA,"39.438712,-77.391779",NA,NA,NA
"1345","Montgomery Reservoir",3629,"Reservoir",NA,NA,NA,NA,NA
"1346","Montgomery_GW",3630,"Groundwater",NA,"32.351543,-86.33342",NA,NA,NA
"1347","Morris Reservoir",3633,"Reservoir",NA,NA,NA,NA,NA
"1348","Moswansicut Reservoir",3635,"Reservoir",NA,NA,1780,"million gallons",NA
"1349","Mulberry Fork",3637,"River",NA,NA,NA,NA,NA
"1350","Municipal Reservoir No. 1",3638,"Reservoir",NA,NA,NA,NA,NA
"1351","Naches River",3642,"River",NA,"46.626335,-120.559172",NA,NA,NA
"1352","Nashua GW",3643,"Groundwater",NA,NA,NA,NA,NA
"1353","Neches River",3644,"River",NA,"30.078304,-94.08461",NA,NA,NA
"1354","Nepaug Reservoir",3645,"Reservoir",NA,NA,NA,NA,NA
"1355","New Hogan Reservoir",3649,"Reservoir",NA,NA,NA,NA,NA
"1356","Nichols Reservoir",3651,"Reservoir",NA,NA,NA,NA,NA
"1357","St. Joseph River",3653,"River",NA,"41.113067,-85.116257",NA,NA,NA
"1358","North Catamount Reservoir",3654,"Reservoir",NA,NA,NA,NA,NA
"1359","Majors Creek",3655,"River",NA,"37.00848, -122.11528",NA,NA,NA
"1360","North Fork Reservoir",3656,"Reservoir",NA,NA,NA,NA,NA
"1361","North Oconee River",3657,"River",NA,"33.972905,-83.380751",NA,NA,NA
"1362","North Santiam River",3658,"River",NA,"44.787501,-122.718672",NA,NA,NA
"1363","Northfield Reservoir",3660,"Reservoir",NA,NA,NA,NA,NA
"1364","Oak Hollow",3663,"Reservoir",NA,NA,NA,NA,NA
"1365","Ocmulgee River",3665,"River",NA,"32.897606,-83.661846",NA,NA,NA
"1366","Ogallala Aquifer",3666,"Groundwater",NA,"35.227672,-101.850182",NA,NA,NA
"1367","Ohio River - Cincinnati",3668,"River",NA,"39.098361,-84.545685",NA,NA,NA
"1368","Ohio River Alluvial Aquifer",3669,"River",NA,"38.27161,-85.797944",NA,NA,NA
"1369","Olympus Dam",3670,"Reservoir",NA,NA,NA,NA,NA
"1370","Osborne Wells",3672,"Groundwater",NA,"41.402807,-73.444057",NA,NA,NA
"1371","Ouachita River",3674,"River",NA,"32.476026,-92.129988",NA,NA,NA
"1372","Overholser Reservoir",3675,"Reservoir",NA,NA,NA,NA,NA
"1373","Oxnard Plain GW Basin",3677,"Groundwater",NA,"34.215777,-119.132363",NA,NA,NA
"1374","Padanaram Reservoir",3678,"Reservoir",NA,NA,NA,NA,NA
"1375","Pearl River",3683,"River",NA,"32.242062,-90.198711",NA,NA,NA
"1376","Pee Dee River",3684,"River",NA,"33.650208,-79.123562",NA,NA,NA
"1377","Pikeview Reservoir",3689,"Reservoir",NA,NA,NA,NA,NA
"1378","Pine Flat Lake",3691,"Reservoir",NA,NA,NA,NA,NA
"1379","Pine Hill Reservoir",3692,"Reservoir",NA,NA,2971,"million gallons",NA
"1380","Pitch Reservoir",3694,"Reservoir",NA,NA,NA,NA,NA
"1381","Platte River",3696,"River",NA,"41.034564,-96.127678",NA,NA,NA
"1382","Pocksha Pond",3697,"Reservoir",NA,NA,NA,NA,NA
"1383","Poinsett Reservoir",3698,"Reservoir",NA,NA,NA,NA,NA
"1384","Ponneganset Reservoir",3700,"Reservoir",NA,NA,742,"million gallons",NA
"1385","Port Arthur Reservoir",3701,"Reservoir",NA,NA,NA,NA,NA
"1386","Potomac River - Fredrick",3703,"River",NA,"39.305613,-77.562374",NA,NA,NA
"1387","Purisima Aquifer",3715,"Groundwater",NA,"37.001936,-122.007736",NA,NA,NA
"1388","Quinnipiac Aquifer",3720,"Groundwater",NA,"41.31611,-72.882126",NA,NA,NA
"1389","Raccoon River",3721,"River",NA,"41.568646,-93.672623",NA,NA,NA
"1390","Raccoon River Alluvial Aquifer",3722,"River",NA,"41.562032,-93.673309",NA,NA,NA
"1391","Red River",3727,"River",NA,"46.906653,-96.764845",NA,NA,NA
"1392","Redding GW",3728,"Groundwater",NA,"40.577977,-122.387803",NA,NA,NA
"1393","Regulating Reservoir-RI",3729,"Reservoir",NA,"41.753353,-71.56645",428,"million gallons",NA
"1394","Reno GW",3730,"Groundwater",NA,NA,NA,NA,NA
"1395","Rio Grande River - El Paso",3733,"River",NA,"31.841837,-106.605026",NA,NA,NA
"1396","Roanoke GW",3735,"Groundwater",NA,NA,NA,NA,NA
"1397","Roanoke River",3736,"River",NA,NA,NA,NA,NA
"1398","Roberts County GW",3737,"Groundwater",NA,"35.844535,-100.842347",NA,NA,NA
"1399","Rockford GW",3738,"Groundwater",NA,"42.276293,-89.107071",NA,NA,NA
"1400","Rogue River",3740,"River",NA,"42.432896,-122.968697",NA,NA,NA
"1401","Rosemont Reservoir",3742,"Reservoir",NA,NA,NA,NA,NA
"1402","Ross Barnett Reservoir",3743,"Reservoir",NA,NA,NA,NA,NA
"1403","Ruedi Reservoir",3744,"Reservoir",NA,NA,NA,NA,NA
"1404","Russian River Alluvial Aquifer",3745,"Groundwater",NA,"38.527756,-122.857903",NA,NA,NA
"1405","Sacramento River - North Bay aqueduct intake",3747,"River",NA,"38.244315,-121.689133",NA,NA,NA
"1406","Saginaw Formation",3748,"Groundwater",NA,"42.738944,-84.565941",NA,NA,NA
"1407","Salem Lake",3750,"Reservoir",NA,NA,NA,NA,NA
"1408","Salinas GW",3751,"Groundwater",NA,"36.686317,-121.639622",NA,NA,NA
"1409","San Jacinto Groundwater Basin",3758,"Groundwater",NA,"33.790276,-117.006508",NA,NA,NA
"1410","San Joaquin Co. GW",3759,"Groundwater",NA,"38.041602,-121.057191",NA,NA,NA
"1411","San Joaquin River",3760,"River",NA,NA,NA,NA,NA
"1412","San Koty Aquifer",3762,"Groundwater",NA,"40.766502,-89.596451",NA,NA,NA
"1413","San Lorenzo River",3763,"River",NA,"36.989211,-122.029139",NA,NA,NA
"1414","Sangamon River",3766,"River",NA,"39.869564,-89.674887",NA,NA,NA
"1415","Santa Barbara Desal",3767,"Ocean",NA,"34.41192,-119.683817",NA,NA,NA
"1416","Santa Barbara GW",3768,"Groundwater",NA,"34.430275,-119.663971",NA,NA,NA
"1417","Santa Clarita GW",3770,"Groundwater",NA,"34.402944,-118.527771",NA,NA,NA
"1418","Santa Fe Group Aquifer",3771,"Groundwater",NA,"35.1171,-106.575043",NA,NA,NA
"1419","Santa Maria GW",3773,"Groundwater",NA,"34.965029,-120.41742",NA,NA,NA
"1420","Santa Rosa Plain GW",3774,"Groundwater",NA,"38.439741,-122.680748",NA,NA,NA
"1421","Saugus Formation",3776,"Groundwater",NA,"34.436929,-118.504769",NA,NA,NA
"1422","Savannah River",3777,"River",NA,"33.527658,-82.010563",NA,NA,NA
"1423","Scituate Reservoir",3782,"Reservoir",NA,NA,37010,"million gallons",NA
"1424","Shadow Mountain Dam",3785,"Reservoir",NA,NA,NA,NA,NA
"1425","Shepaug Reservoir",3787,"Reservoir",NA,NA,NA,NA,NA
"1426","Shrewsbury Well",3789,"Groundwater",NA,"42.242752,-71.719107",NA,NA,NA
"1427","Silver Lake",3790,"Reservoir",NA,NA,NA,NA,NA
"1428","Simi Valley GW Basin",3793,"Groundwater",NA,"34.256365,-118.756081",NA,NA,NA
"1429","Sipsey Fork",3796,"River",NA,NA,NA,NA,NA
"1430","Skaneateles Lake",3798,"Lake",NA,NA,NA,NA,NA
"1431","South Catamount Reservoir",3801,"Reservoir",NA,NA,NA,NA,NA
"1432","Southern Hills Aquifer",3804,"Groundwater",NA,"30.456961,-91.118653",NA,NA,NA
"1433","Spada Lake Reservoir",3805,"Reservoir",NA,NA,NA,NA,NA
"1434","Split Rock Creek Aquifer",3807,"Groundwater",NA,"43.657751,-96.557986",NA,NA,NA
"1435","Spokane Valley Rathdrum Prairie Aquifer",3808,"Groundwater",NA,"47.680645,-117.410996",NA,NA,NA
"1436","Spring Hollow Reservoir",3809,"Reservoir",NA,NA,NA,NA,NA
"1437","Springfield MO GW",3810,"Groundwater",NA,NA,NA,NA,NA
"1438","St. Joseph Aquifer",3812,"Groundwater",NA,"41.706754,-86.290108",NA,NA,NA
"1439","Stanley Draper Reservoir",3814,"Reservoir",NA,NA,NA,NA,NA
"1440","Stillaguamish GW",3816,"Groundwater",NA,"48.192412,-122.218148",NA,NA,NA
"1441","Stockton GW",3817,"Groundwater",NA,"38.01023,-121.286026",NA,NA,NA
"1442","Stockton Lake",3818,"Reservoir",NA,NA,NA,NA,NA
"1443","Stoney Creek Reservoir",3819,"Reservoir",NA,NA,NA,NA,NA
"1444","Stony Creek",3821,"River",NA,"40.369926,-76.924946",NA,NA,NA
"1445","Summit Lake Reservoir",3823,"Reservoir",NA,NA,NA,NA,NA
"1446","Supply Pond Dam",3824,"Reservoir",NA,NA,NA,NA,NA
"1447","Susquehanna River - Lancaster",3825,"River",NA,"39.971858,-76.477944",NA,NA,NA
"1448","Swatara Creek",3827,"River",NA,"40.304796,-76.667675",NA,NA,NA
"1449","Table Rock Reservoir",3829,"Reservoir",NA,NA,NA,NA,NA
"1450","Tallapoosa River",3830,"River",NA,"32.436917,-86.193165",NA,NA,NA
"1451","Teays Aquifer",3832,"Groundwater",NA,"40.409836,-86.846977",NA,NA,NA
"1452","Tennessee River - Huntsville",3834,"River",NA,"34.579518,-86.573837",NA,NA,NA
"1453","Terminal Reservoir-TX",3835,"Reservoir",NA,"29.902902,-93.946631",NA,NA,NA
"1454","Tucson_GW",3841,"Groundwater",NA,"32.242425,-110.942795",NA,NA,NA
"1455","Xindian Creek - Qintan weir",3842,"River",NA,"24.943291,121.545342",742,"10^3 m^3",NA
"1456","Twelve Mile Bayou",3844,"River",NA,"32.521414,-93.762738",NA,NA,NA
"1457","Unicoi Springs",3848,"Groundwater",NA,"36.323424,-82.374222",NA,NA,NA
"1458","Union River Reservoir",3849,"Reservoir",NA,NA,NA,NA,NA
"1459","Upper Blue Reservoir",3850,"Reservoir",NA,NA,NA,NA,NA
"1460","Upper Kohanza Reservoir",3851,"Reservoir",NA,NA,NA,NA,NA
"1461","Virginia Beach GW",3854,"Groundwater",NA,"36.804887,-76.072297",NA,NA,NA
"1462","Visalia-GW",3855,"Groundwater",NA,"36.341678,-119.307801",NA,NA,NA
"1463","Waccamaw River",3856,"River",NA,"33.66564,-79.065785",NA,NA,NA
"1464","Watauga River",3861,"River",NA,"36.385291,-82.318768",NA,NA,NA
"1465","Wendell R LaDue Reservoir",3862,"Reservoir",NA,NA,NA,NA,NA
"1466","Wepawaug Reservoir",3863,"Reservoir",NA,NA,NA,NA,NA
"1467","West Lake",3865,"Reservoir",NA,NA,NA,NA,NA
"1468","Westconnaug Reservoir",3867,"Reservoir",NA,NA,453,"million gallons",NA
"1469","Western Branch Reservoir-VA",3868,"Reservoir",NA,NA,NA,NA,NA
"1470","Whitney Lake",3872,"Reservoir",NA,NA,NA,NA,NA
"1471","Wigwam Reservoir",3874,"Reservoir",NA,NA,NA,NA,NA
"1472","Willow Creek Dam",3878,"Reservoir",NA,NA,NA,NA,NA
"1473","Wilson Reservoir",3879,"Reservoir",NA,NA,NA,NA,NA
"1474","Windy Gap Reservoir",3880,"Reservoir",NA,"40.106306,-105.983222",NA,NA,NA
"1475","Yadkin River - Greensboro",3882,"River",NA,"35.627721,-80.267197",NA,NA,NA
"1476","Yellowstone River",3883,"River",NA,"45.803914,-108.465126",NA,NA,NA
"1477","Yangtze River",3884,"River",NA,"29.548297,106.56764",NA,NA,NA
"1478","Jialing River",3885,"River",NA,"29.567933,106.562147",NA,NA,NA
"1479","Xi'an groundwater",3886,"Groundwater",NA,"34.325859,109.208221",NA,NA,NA
"1480","Heihe Reservoir",3887,"Reservoir",NA,"34.045406,108.203316",204.29,"million m^3",NA
"1481","Shibianyu Reservoir",3888,"Reservoir",NA,"34.003151,108.949013",NA,NA,NA
"1482","Stone Creek Reservoir",3889,"Reservoir",NA,"34.165369,107.654514",NA,NA,NA
"1483","Biliu River",3890,"River",NA,"39.828577,122.500992",NA,NA,NA
"1484","Yingna River",3891,"River",NA,"39.943963,123.10112",NA,NA,NA
"1485","Yunlong Dam",3892,"Reservoir",NA,"25.87328,102.45369",NA,NA,NA
"1486","Songhuaba Reservoir",3893,"Reservoir",NA,"25.150801,102.782872",NA,NA,NA
"1487","Qingshuihai Reservoir",3894,"Reservoir",NA,"25.617769,103.109093",NA,NA,NA
"1488","Kuai River",3895,"River",NA,"25.728158,103.088493",NA,NA,NA
"1489","Baoxianghe Reservoir",3896,"Reservoir",NA,"25.033661,102.930908",NA,NA,NA
"1490","Chaihe Reservoir",3897,"Reservoir",NA,"24.594973,102.686548",NA,NA,NA
"1491","Dahe Reservoir",3898,"Reservoir",NA,"24.552276,102.771435",NA,NA,NA
"1492","Kunming groundwater",3899,"Groundwater",NA,"25.108606,102.705688",NA,NA,NA
"1493","Rio Cali",3900,"River",NA,"3.450902,-76.545932",NA,NA,NA
"1494","Rio Cauca",3901,"River",NA,"3.445236,-76.475111",NA,NA,NA
"1495","Río Meléndez",3902,"River",NA,"3.591752,-76.513928",NA,NA,NA
"1496","Río Grande de la Magdalena",3903,"River",NA,"10.946417,-74.758154",NA,NA,NA
"1497","Laguna Micacocha",3904,"Lake","1960","-0.543815,-78.225918",NA,NA,NA
"1498","Río Jatunhuaycu",3905,"River",NA,"-1.062523,-78.151588",NA,NA,NA
"1499","Río Diguchi",3906,"River",NA,"-0.606769,-78.195534",NA,NA,NA
"1500","Río Antisana",3907,"River",NA,"-0.488714,-78.182359",NA,NA,NA
"1501","Atacazo system",3908,"River","1887","-0.302466,-78.657646",NA,NA,NA
"1502","Lloa system",3909,"River","1947","-0.245475,-78.617821",NA,NA,NA
"1503","Pichincha system",3910,"River","1535","-0.169945,-78.540573",NA,NA,NA
"1504","Papallacta system",3911,"River","1960","-0.374262,-78.146782",NA,NA,NA
"1505","Rio Pita",3912,"River","1960","-0.36452,-78.404617",NA,NA,NA
"1506","Quito groundwater",3913,"Groundwater",NA,"-0.144882,-78.427277",NA,NA,NA
"1507","León groundwater",3914,"Groundwater",NA,"21.206819,-101.643105",NA,NA,NA
"1508","Asejire dam",3915,"Reservoir",NA,"7.364276,4.133477",NA,NA,NA
"1509","Eleyele dam",3916,"Reservoir",NA,"7.421155,3.853412",NA,NA,NA
"1510","Nyong River",3917,"River",NA,"3.528242,11.55015",NA,NA,NA
"1511","Kasapa",3918,"Reservoir",NA,"-11.562591,27.357137",NA,NA,NA
"1512","Kimilolo-Kisanga",3919,"Reservoir",NA,"-11.753428,27.417583",NA,NA,NA
"1513","Lubumbashi groundwater",3920,"Groundwater",NA,"-11.654926,27.497749",NA,NA,NA
"1514","Offin River - Barekese Dam",3921,"Reservoir",NA,"6.837806,-1.716614",NA,NA,NA
"1515","Owabi River - Owabi Dam",3922,"Reservoir",NA,"6.745632,-1.703181",NA,NA,NA
"1516","Río Bio Bio",3923,"River",NA,"-36.846865,-73.058739",NA,NA,NA
"1517","Conception groundwater",3924,"Groundwater",NA,"-36.798701,-73.007755",NA,NA,NA
"1518","Mzima springs",3925,"River",NA,"-2.984827,38.022952",NA,NA,NA
"1519","Athi River",3926,"River",NA,"-3.12059,39.77842",NA,NA,NA
"1520","Marere intake",3927,"River",NA,"-4.162469,39.401382",NA,NA,NA
"1521","Laminga Dam",3928,"Reservoir",NA,"9.891999,8.925147",NA,NA,NA
"1522","Yakubu Gowon Dam",3929,"Reservoir",NA,"9.765228,8.970938",NA,NA,NA
"1523","Tin mines - rainwater",3930,"Reservoir",NA,"9.866484,8.943633",NA,NA,NA
"1524","Liberty Dam",3931,"Reservoir",NA,"9.363793,8.760138",NA,NA,NA
"1525","Wali Tangi Dam",3932,"Reservoir",NA,"30.262751,67.243693",NA,NA,NA
"1526","Spin Karez Dam",3933,"Reservoir",NA,"30.221065,67.140455",NA,NA,NA
"1527","Tubewell in Quetta",3934,"Groundwater",NA,"30.188297,67.050033",NA,NA,NA
"1528","Rajshahi groundwater",3935,"Alluvial Aquifer",NA,"24.359686,88.592377",NA,NA,NA
"1529","Padma River",3936,"River",NA,"24.346862,88.662329",NA,NA,NA
"1530","Rio São Francisco",3937,"River",NA,NA,NA,NA,NA
